CITY_NAME,STATE_NAME,CRIME_CODE,CRIME_DESCRIPTION,DATE_REPORTED,DATE_OCCURRED,LATITUDE,LONGITUDE,DATE_FORMAT
Washington DC,DC,,ASSAULT W/DANGEROUS WEAPON,10/26/2020,10/26/2020,38.86543068,-76.97808987,MM/DD/YYYY 
Washington DC,DC,,MOTOR VEHICLE THEFT,10/26/2020,10/26/2020,38.95054713,-77.0175317,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/26/2020,10/26/2020,38.94182635,-77.00054099,MM/DD/YYYY 
Washington DC,DC,,BURGLARY,10/26/2020,10/26/2020,38.90192197,-77.01617484,MM/DD/YYYY 
Washington DC,DC,,BURGLARY,10/26/2020,10/25/2020,38.92158471,-76.99375559,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/26/2020,10/17/2020,38.91408587,-77.0131618,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/26/2020,10/24/2020,38.8286524,-77.01079181,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/26/2020,10/26/2020,38.95785425,-77.03639543,MM/DD/YYYY 
Washington DC,DC,,BURGLARY,10/26/2020,10/26/2020,38.91699891,-77.0275601,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/26/2020,10/24/2020,38.94835706,-77.07993731,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/26/2020,10/24/2020,38.89418241,-76.99616408,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/26/2020,10/24/2020,38.92468466,-77.05763716,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/26/2020,10/25/2020,38.88283654,-76.97812982,MM/DD/YYYY 
Washington DC,DC,,MOTOR VEHICLE THEFT,10/26/2020,10/25/2020,38.88126549,-76.98920749,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/26/2020,10/25/2020,38.92911306,-77.02139883,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/26/2020,10/25/2020,38.93069223,-77.02884915,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/26/2020,10/24/2020,38.88226199,-77.01756103,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/26/2020,10/26/2020,38.96808232,-77.02742535,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/26/2020,10/25/2020,38.88388287,-77.02456921,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/26/2020,10/26/2020,38.8967248,-76.99496195,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/26/2020,10/26/2020,38.95658753,-77.01263132,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/26/2020,10/26/2020,38.92158471,-76.99375559,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/26/2020,10/26/2020,38.94267998,-77.10261403,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/27/2020,10/26/2020,38.89734789,-77.02650856,MM/DD/YYYY 
Washington DC,DC,,MOTOR VEHICLE THEFT,10/26/2020,10/26/2020,38.90224075,-76.9889945,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/27/2020,10/25/2020,38.89673293,-77.00905763,MM/DD/YYYY 
Washington DC,DC,,MOTOR VEHICLE THEFT,10/27/2020,10/26/2020,38.92076935,-77.01214941,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/26/2020,10/24/2020,38.9886429,-77.03853337,MM/DD/YYYY 
